frame_id,x1,y1,x2,y2,score
6,1103,626,1199,679,1.0
6,290,543,396,584,1.0
11,1077,528,1163,601,1.0
11,394,352,484,433,1.0
12,1076,513,1168,582,1.0
19,248,664,320,711,1.0
19,1046,397,1118,461,1.0
20,1043,385,1113,446,1.0
21,306,665,374,720,1.0
23,110,664,175,720,1.0
25,109,629,198,715,1.0
25,329,559,435,659,1.0
26,340,530,456,643,1.0
26,915,347,980,406,1.0
27,352,513,429,579,1.0
28,146,585,240,674,1.0
29,604,412,685,461,1.0
29,1199,360,1280,437,1.0
30,165,582,248,665,1.0
31,119,537,184,581,1.0
32,140,507,255,572,1.0
33,152,492,255,566,1.0
33,618,362,696,420,1.0
34,171,478,261,545,1.0
34,622,355,698,412,1.0
35,177,464,273,534,1.0
35,624,347,701,404,1.0
36,190,451,272,522,1.0
36,627,339,703,397,1.0
37,213,424,303,491,1.0
37,466,353,527,410,1.0
37,630,325,706,389,1.0
38,424,667,485,720,1.0
38,0,558,92,635,1.0
38,225,411,312,481,1.0
38,474,342,533,399,1.0
38,633,317,708,374,1.0
39,424,652,496,720,1.0
39,0,547,95,625,1.0
39,235,399,343,468,1.0
39,636,309,710,372,1.0
40,425,641,507,720,1.0
40,16,536,106,604,1.0
40,246,388,352,455,1.0
40,640,302,712,367,1.0
41,29,522,109,597,1.0
41,256,376,359,443,1.0
41,642,294,713,363,1.0
42,275,355,374,441,1.0
42,497,290,563,345,1.0
43,66,477,171,558,1.0
43,284,344,382,428,1.0
43,649,273,718,341,1.0
43,502,273,567,335,1.0
44,64,478,188,585,1.0
44,293,334,390,419,1.0
44,509,271,572,324,1.0
45,96,467,205,571,1.0
45,302,324,396,413,1.0
45,516,262,577,315,1.0
46,107,455,212,548,1.0
46,311,314,403,402,1.0
46,657,252,723,316,1.0
47,673,650,765,720,1.0
47,113,428,249,540,1.0
47,662,239,726,299,1.0
48,677,654,748,720,1.0
48,126,418,258,539,1.0
48,663,232,728,297,1.0
49,664,227,729,287,1.0
50,148,406,262,519,1.0
50,667,221,731,283,1.0
51,669,215,732,273,1.0
52,181,378,300,483,1.0
53,192,350,308,461,1.0
53,677,197,737,253,1.0
54,202,362,317,448,1.0
54,677,192,739,248,1.0
55,213,353,315,440,1.0
55,679,187,740,246,1.0
56,222,345,332,427,1.0
56,681,181,742,240,1.0
57,242,328,348,413,1.0
58,1188,492,1250,549,1.0
58,1175,414,1273,497,1.0
58,252,320,355,405,1.0
59,261,313,363,399,1.0
60,8,662,76,720,1.0
60,254,655,328,720,1.0
60,1178,459,1238,505,1.0
60,723,444,803,512,1.0
60,1165,385,1255,465,1.0
60,267,305,371,407,1.0
61,267,655,332,720,1.0
61,9,646,88,720,1.0
61,1162,370,1243,448,1.0
61,279,298,378,387,1.0
62,267,652,348,720,1.0
62,1151,342,1237,416,1.0
62,298,283,393,377,1.0
63,306,275,400,360,1.0
64,273,653,348,715,1.0
64,736,390,810,455,1.0
64,314,268,408,360,1.0
72,145,460,228,538,1.0
78,745,222,833,305,1.0
80,166,649,256,706,1.0
81,186,609,268,683,1.0
82,756,188,837,268,1.0
88,787,169,840,221,1.0
90,1209,677,1280,720,1.0
91,1209,656,1280,720,1.0
92,1220,654,1280,709,1.0
92,1154,614,1280,696,1.0
93,1122,594,1280,703,1.0
94,1116,576,1280,688,1.0
95,1111,558,1280,674,1.0
95,771,150,834,203,1.0
96,1168,640,1242,698,1.0
96,1106,540,1280,667,1.0
108,1174,648,1250,696,1.0
108,1142,578,1255,644,1.0
109,1165,626,1258,692,1.0
110,1157,605,1259,670,1.0
110,939,0,1022,68,1.0
111,1159,653,1258,694,1.0
111,1152,584,1237,647,1.0
111,1121,522,1244,578,1.0
111,1150,497,1280,559,1.0
111,1020,297,1280,537,1.0
112,1152,611,1280,657,1.0
112,1134,543,1258,606,1.0
112,1102,480,1227,539,1.0
112,1136,460,1280,522,1.0
112,1012,277,1280,516,1.0
112,300,148,425,265,1.0
113,1125,524,1244,585,1.0
113,1129,442,1280,501,1.0
113,1010,267,1280,520,1.0
113,294,147,415,258,1.0
114,1119,506,1243,565,1.0
114,1123,409,1280,482,1.0
114,1005,257,1280,501,1.0
114,294,143,413,257,1.0
115,1112,487,1232,549,1.0
115,294,140,410,256,1.0
115,605,0,749,128,1.0
116,1104,471,1223,530,1.0
116,999,240,1277,512,1.0
117,1085,478,1280,544,1.0
117,1092,436,1219,495,1.0
117,993,222,1274,485,1.0
117,661,0,753,91,1.0
118,1086,420,1208,480,1.0
118,1096,342,1264,400,1.0
118,989,214,1247,470,1.0
119,1081,443,1275,510,1.0
119,1080,405,1200,462,1.0
119,1090,328,1255,384,1.0
119,987,206,1238,447,1.0
119,675,0,757,72,1.0
120,1074,390,1198,447,1.0
120,984,198,1246,437,1.0
121,488,673,573,720,1.0
121,1068,376,1194,433,1.0
121,981,190,1239,427,1.0
122,476,647,573,720,1.0
122,1127,281,1204,329,1.0
122,295,168,352,225,1.0
122,899,0,973,51,1.0
123,472,632,573,720,1.0
123,1119,269,1213,317,1.0
123,974,167,1198,391,1.0
123,898,0,971,50,1.0
124,485,627,572,696,1.0
124,1119,259,1206,305,1.0
124,291,167,346,221,1.0
125,481,671,601,718,1.0
125,156,651,235,720,1.0
125,496,611,580,673,1.0
125,1107,248,1199,307,1.0
125,289,166,343,220,1.0
126,631,663,696,708,1.0
126,486,649,612,695,1.0
126,156,639,241,720,1.0
126,506,604,592,651,1.0
126,1104,238,1192,281,1.0
126,966,145,1177,356,1.0
127,636,683,719,720,1.0
127,486,666,603,720,1.0
127,637,620,707,663,1.0
127,507,607,622,652,1.0
127,527,552,607,609,1.0
127,661,449,743,497,1.0
127,966,131,1181,333,1.0
128,639,661,724,714,1.0
128,488,646,612,717,1.0
128,650,601,714,641,1.0
128,518,586,623,630,1.0
128,534,533,618,587,1.0
128,668,438,749,484,1.0
128,962,124,1175,322,1.0
129,642,636,730,692,1.0
129,489,627,613,699,1.0
129,646,579,718,620,1.0
129,524,566,628,609,1.0
129,542,522,700,577,1.0
129,669,424,747,469,1.0
129,960,118,1169,311,1.0
130,652,617,734,670,1.0
130,152,613,287,720,1.0
130,489,606,618,699,1.0
130,662,560,723,600,1.0
130,533,548,635,588,1.0
130,551,500,705,558,1.0
130,667,411,753,453,1.0
130,958,112,1163,300,1.0
131,165,612,287,717,1.0
131,652,597,737,651,1.0
131,507,584,625,656,1.0
131,665,541,728,581,1.0
131,541,530,642,569,1.0
131,559,473,710,543,1.0
131,672,400,758,441,1.0
131,959,106,1157,290,1.0
132,489,641,583,716,1.0
132,666,565,745,612,1.0
132,511,551,632,637,1.0
132,662,503,737,544,1.0
132,557,496,653,535,1.0
132,692,377,764,417,1.0
132,963,95,1146,271,1.0
133,674,548,749,594,1.0
133,660,489,741,528,1.0
133,564,480,660,518,1.0
133,581,435,725,491,1.0
133,685,365,766,404,1.0
133,962,89,1140,261,1.0
134,499,603,598,671,1.0
134,678,533,752,577,1.0
134,517,519,644,608,1.0
134,665,472,745,511,1.0
134,572,465,666,502,1.0
134,588,425,729,476,1.0
134,667,354,772,392,1.0
134,958,85,1136,252,1.0
135,683,517,752,560,1.0
135,671,455,749,496,1.0
135,578,450,671,487,1.0
135,594,408,733,461,1.0
135,666,343,774,397,1.0
135,962,79,1131,243,1.0
136,683,501,759,544,1.0
136,514,490,656,631,1.0
136,577,420,753,481,1.0
136,601,387,738,446,1.0
136,665,333,777,386,1.0
136,955,74,1126,234,1.0
137,527,539,622,595,1.0
137,693,473,766,515,1.0
137,558,463,664,536,1.0
137,674,415,760,453,1.0
137,589,396,681,446,1.0
137,613,315,789,420,1.0
137,954,106,1116,217,1.0
137,980,65,1114,148,1.0
138,651,673,763,712,1.0
138,697,459,770,500,1.0
138,537,450,670,576,1.0
138,619,307,795,407,1.0
138,952,96,1111,209,1.0
138,980,60,1104,143,1.0
139,672,444,772,487,1.0
139,549,437,672,559,1.0
139,624,298,792,395,1.0
139,954,107,1107,202,1.0
139,976,56,1100,136,1.0
140,664,574,784,672,1.0
140,694,433,776,474,1.0
140,608,360,770,415,1.0
140,630,289,796,382,1.0
140,950,104,1102,195,1.0
140,972,51,1095,130,1.0
141,670,575,784,655,1.0
141,698,420,779,461,1.0
141,559,414,673,526,1.0
141,613,282,796,403,1.0
141,949,106,1097,212,1.0
141,970,51,1090,124,1.0
142,677,570,781,620,1.0
142,700,397,784,434,1.0
142,606,390,688,454,1.0
142,619,324,780,379,1.0
142,646,266,798,348,1.0
142,945,107,1089,177,1.0
142,965,48,1087,114,1.0
143,585,380,709,480,1.0
143,698,325,788,379,1.0
143,625,317,700,365,1.0
143,650,258,813,338,1.0
143,943,107,1085,172,1.0
143,962,48,1082,110,1.0
144,593,369,696,467,1.0
144,709,316,790,358,1.0
144,629,305,709,358,1.0
144,655,251,807,327,1.0
144,941,104,1081,166,1.0
145,595,359,694,454,1.0
145,710,309,793,347,1.0
145,634,296,714,346,1.0
145,660,244,821,317,1.0
145,940,90,1077,161,1.0
146,639,287,772,347,1.0
146,664,236,824,308,1.0
146,937,95,1073,156,1.0
147,613,330,703,417,1.0
147,648,270,792,330,1.0
147,673,222,828,318,1.0
147,935,86,1065,145,1.0
147,946,14,1064,101,1.0
148,619,320,707,405,1.0
148,724,272,804,308,1.0
148,652,261,794,320,1.0
148,677,216,831,280,1.0
148,933,83,1061,140,1.0
148,948,15,1060,83,1.0
149,627,312,715,394,1.0
149,726,270,801,300,1.0
149,681,209,833,272,1.0
149,160,104,246,158,1.0
149,932,83,1057,134,1.0
150,700,447,809,493,1.0
150,628,303,714,383,1.0
150,660,246,804,302,1.0
150,684,203,832,263,1.0
150,154,103,240,157,1.0
150,930,85,1053,130,1.0
151,700,420,812,481,1.0
151,632,294,717,372,1.0
151,664,238,802,294,1.0
151,688,197,836,255,1.0
151,928,83,1049,155,1.0
151,955,37,1050,69,1.0
152,706,415,816,458,1.0
152,641,278,722,352,1.0
152,672,185,824,269,1.0
152,133,91,207,143,1.0
153,710,404,817,448,1.0
153,647,270,727,341,1.0
153,699,179,824,231,1.0
153,126,89,217,142,1.0
153,947,18,1040,54,1.0
154,712,396,819,435,1.0
154,652,262,729,331,1.0
154,679,208,824,261,1.0
154,702,173,825,223,1.0
154,118,87,210,142,1.0
154,945,0,1037,50,1.0
155,656,255,733,321,1.0
155,683,204,827,253,1.0
155,705,168,826,216,1.0
155,111,86,203,156,1.0
156,660,247,735,311,1.0
156,686,162,817,246,1.0
156,106,84,196,156,1.0
156,913,0,1031,54,1.0
157,716,356,828,396,1.0
157,714,153,818,195,1.0
157,87,70,182,156,1.0
158,675,227,743,285,1.0
158,718,147,820,189,1.0
158,80,69,174,152,1.0
159,1219,667,1280,720,1.0
159,731,340,831,375,1.0
159,699,172,834,217,1.0
159,721,141,822,182,1.0
159,73,69,166,151,1.0
160,723,136,823,176,1.0
160,68,68,158,142,1.0
161,1170,619,1280,710,1.0
161,734,322,834,358,1.0
161,726,130,824,169,1.0
161,65,68,139,129,1.0
162,1220,667,1280,720,1.0
162,733,120,827,157,1.0
162,60,67,122,124,1.0
163,735,115,829,150,1.0
164,1220,663,1280,720,1.0
164,740,111,830,145,1.0
165,742,106,831,147,1.0
166,743,102,845,166,1.0
167,1222,664,1280,720,1.0
167,702,205,837,250,1.0
167,903,32,996,65,1.0
168,1217,663,1280,720,1.0
168,903,29,993,62,1.0
169,31,681,92,720,1.0
169,709,192,841,236,1.0
169,902,26,991,58,1.0
170,901,24,989,54,1.0
171,715,179,842,222,1.0
171,901,20,987,51,1.0
172,16,647,91,720,1.0
172,5,525,111,573,1.0
172,113,524,187,579,1.0
173,0,513,115,565,1.0
173,113,511,216,572,1.0
173,901,12,981,42,1.0
174,3,501,118,557,1.0
174,114,499,225,568,1.0
174,901,9,979,38,1.0
175,902,6,976,35,1.0
176,20,476,237,560,1.0
177,0,517,113,573,1.0
177,42,454,254,530,1.0
177,896,0,970,27,1.0
178,0,503,118,573,1.0
178,52,443,262,520,1.0
179,129,630,222,720,1.0
179,0,489,155,573,1.0
179,62,432,267,505,1.0
180,1161,620,1266,686,1.0
180,1155,541,1280,642,1.0
180,0,476,173,573,1.0
180,72,422,273,492,1.0
181,1155,600,1280,669,1.0
181,1148,521,1280,620,1.0
181,0,464,176,573,1.0
181,81,412,282,484,1.0
182,884,660,989,720,1.0
182,736,651,907,720,1.0
182,1199,583,1280,622,1.0
182,1168,482,1280,579,1.0
182,0,440,192,554,1.0
182,1044,260,1280,492,1.0
183,881,641,989,720,1.0
183,735,632,922,720,1.0
183,1136,541,1280,603,1.0
183,1130,465,1280,560,1.0
183,0,429,208,563,1.0
183,1041,252,1280,474,1.0
184,884,640,986,711,1.0
184,735,622,924,718,1.0
184,1130,522,1280,583,1.0
184,1124,441,1280,541,1.0
184,0,418,212,526,1.0
184,116,375,302,437,1.0
184,1039,247,1280,468,1.0
185,774,673,900,720,1.0
185,901,640,986,693,1.0
185,114,623,224,715,1.0
185,722,607,926,720,1.0
185,1124,506,1280,567,1.0
185,11,407,217,555,1.0
185,1036,237,1279,448,1.0
186,121,598,229,699,1.0
186,724,592,926,720,1.0
186,0,493,153,554,1.0
186,1088,446,1280,551,1.0
186,21,397,223,579,1.0
186,134,357,314,417,1.0
187,904,645,982,720,1.0
187,908,582,974,632,1.0
187,724,571,918,720,1.0
187,836,560,906,615,1.0
187,0,377,238,575,1.0
188,885,640,984,720,1.0
188,724,569,926,720,1.0
188,832,557,916,607,1.0
188,1074,406,1280,503,1.0
188,0,334,332,565,1.0
188,1026,206,1280,457,1.0
189,776,652,910,720,1.0
189,885,640,982,720,1.0
189,779,608,876,651,1.0
189,1070,395,1280,486,1.0
189,9,327,333,556,1.0
189,1024,198,1280,442,1.0
190,778,644,910,720,1.0
190,885,640,983,720,1.0
190,1065,363,1280,471,1.0
190,19,320,341,545,1.0
190,1021,192,1280,428,1.0
191,885,640,982,716,1.0
191,780,628,924,699,1.0
191,836,574,906,615,1.0
191,806,528,928,569,1.0
191,1062,364,1280,458,1.0
191,30,313,342,535,1.0
191,1019,184,1280,416,1.0
192,776,669,877,720,1.0
192,922,653,991,720,1.0
192,775,549,927,615,1.0
192,50,299,350,507,1.0
193,886,656,992,720,1.0
193,733,570,910,720,1.0
193,771,535,930,615,1.0
193,1051,334,1259,420,1.0
193,59,293,354,495,1.0
193,1071,200,1266,379,1.0
194,890,640,989,720,1.0
194,739,570,922,720,1.0
194,771,520,930,596,1.0
194,68,287,358,485,1.0
194,1066,192,1259,367,1.0
195,881,640,989,720,1.0
195,736,570,927,720,1.0
195,749,460,930,587,1.0
195,77,281,361,474,1.0
196,881,640,984,720,1.0
196,737,570,927,720,1.0
196,734,453,930,574,1.0
196,85,274,363,463,1.0
197,899,640,977,688,1.0
197,908,592,984,647,1.0
197,738,570,927,720,1.0
197,835,567,916,607,1.0
197,738,466,930,563,1.0
197,102,262,360,447,1.0
198,836,622,927,691,1.0
198,908,592,980,647,1.0
198,738,457,930,554,1.0
198,1034,275,1218,349,1.0
198,109,256,371,472,1.0
198,1050,244,1224,311,1.0
198,1053,153,1221,241,1.0
199,787,672,846,720,1.0
199,908,592,980,648,1.0
199,739,445,920,554,1.0
199,1030,266,1212,339,1.0
199,117,250,350,462,1.0
199,1048,234,1219,298,1.0
199,1050,145,1222,238,1.0
200,795,525,930,590,1.0
200,786,434,912,515,1.0
200,1029,253,1209,328,1.0
200,124,244,376,457,1.0
200,1045,222,1213,291,1.0
200,999,108,1209,223,1.0
201,771,519,930,614,1.0
201,786,423,905,501,1.0
201,1026,249,1204,318,1.0
201,131,239,379,448,1.0
201,1043,213,1207,281,1.0
201,998,101,1204,214,1.0
202,799,518,931,610,1.0
202,753,485,886,554,1.0
202,786,402,901,476,1.0
202,1022,234,1194,297,1.0
202,144,228,383,431,1.0
202,1039,198,1197,259,1.0
202,994,91,1194,196,1.0
203,3,561,108,661,1.0
203,743,395,930,575,1.0
203,787,392,895,464,1.0
203,1020,227,1189,288,1.0
203,150,223,385,423,1.0
203,1036,184,1195,254,1.0
203,992,87,1190,186,1.0
204,805,506,930,562,1.0
204,748,460,905,554,1.0
204,787,383,892,452,1.0
204,1017,218,1184,279,1.0
204,156,218,386,415,1.0
204,1033,177,1190,240,1.0
204,991,81,1185,178,1.0
205,34,560,106,609,1.0
205,841,510,930,548,1.0
205,748,444,902,554,1.0
205,788,383,887,440,1.0
205,161,214,388,408,1.0
205,1016,211,1180,269,1.0
205,1031,168,1185,232,1.0
205,989,76,1180,170,1.0
206,832,499,924,536,1.0
206,748,437,898,553,1.0
206,788,371,867,429,1.0
206,167,208,389,402,1.0
206,1029,160,1180,227,1.0
206,987,71,1172,161,1.0
207,748,414,890,553,1.0
207,789,356,867,406,1.0
207,177,199,391,387,1.0
207,1009,186,1167,243,1.0
207,984,61,1171,207,1.0
208,748,402,896,542,1.0
208,227,356,360,401,1.0
208,789,348,867,396,1.0
208,181,195,390,381,1.0
208,1007,175,1162,235,1.0
208,982,56,1167,192,1.0
209,382,668,444,720,1.0
209,428,659,591,720,1.0
209,107,456,230,570,1.0
209,790,339,865,386,1.0
209,185,191,391,375,1.0
209,1004,169,1158,228,1.0
209,981,51,1163,185,1.0
210,375,649,452,720,1.0
210,437,642,601,720,1.0
210,119,445,240,556,1.0
210,791,334,862,374,1.0
210,190,187,391,369,1.0
210,979,45,1159,220,1.0
211,446,626,601,720,1.0
211,133,434,246,545,1.0
211,792,327,859,364,1.0
211,194,183,392,363,1.0
211,978,41,1155,181,1.0
212,374,594,614,720,1.0
212,157,414,261,517,1.0
212,201,176,391,350,1.0
212,975,32,1147,199,1.0
213,360,580,616,720,1.0
213,204,172,391,345,1.0
213,974,28,1143,194,1.0
214,374,566,620,720,1.0
214,207,169,391,339,1.0
215,373,553,624,720,1.0
215,763,323,857,379,1.0
215,210,165,390,333,1.0
215,972,19,1136,181,1.0
216,367,584,547,720,1.0
216,428,540,627,720,1.0
216,763,314,854,369,1.0
216,214,162,390,329,1.0
217,374,544,639,720,1.0
217,767,297,870,349,1.0
217,801,242,871,283,1.0
217,218,157,382,318,1.0
218,374,532,641,720,1.0
218,769,292,898,340,1.0
218,802,238,876,276,1.0
218,221,154,383,312,1.0
219,374,511,641,720,1.0
219,464,490,602,542,1.0
219,769,282,897,330,1.0
219,802,232,876,269,1.0
220,374,508,648,720,1.0
220,260,341,342,412,1.0
220,770,277,889,322,1.0
220,802,224,876,262,1.0
221,378,497,651,720,1.0
221,271,333,351,411,1.0
221,803,218,876,256,1.0
222,127,649,226,720,1.0
222,406,472,657,720,1.0
222,804,205,871,242,1.0
223,127,632,235,720,1.0
223,506,436,632,479,1.0
223,804,199,870,235,1.0
224,127,621,245,720,1.0
224,309,301,381,373,1.0
224,804,193,869,229,1.0
225,127,609,253,720,1.0
225,318,294,393,365,1.0
225,805,187,869,222,1.0
226,128,603,255,720,1.0
226,184,536,276,571,1.0
226,329,287,400,357,1.0
226,806,181,868,216,1.0
226,973,0,1097,123,1.0
227,397,612,465,668,1.0
227,132,603,254,720,1.0
227,442,545,517,613,1.0
227,346,270,413,337,1.0
227,806,169,868,203,1.0
227,236,124,383,267,1.0
227,970,0,1092,114,1.0
228,469,664,601,720,1.0
228,135,605,254,720,1.0
228,414,596,471,652,1.0
228,218,555,293,630,1.0
228,446,534,534,598,1.0
228,353,264,422,332,1.0
228,236,122,391,259,1.0
228,969,0,1090,108,1.0
229,469,646,612,720,1.0
229,219,558,298,630,1.0
229,115,535,185,579,1.0
229,449,520,540,587,1.0
229,423,393,684,646,1.0
229,237,120,397,256,1.0
229,968,0,1087,103,1.0
230,439,630,616,720,1.0
230,221,557,304,629,1.0
230,115,522,249,579,1.0
230,455,509,544,572,1.0
230,164,484,339,547,1.0
230,433,379,685,629,1.0
230,769,354,866,394,1.0
230,237,118,405,255,1.0
230,962,0,1085,97,1.0
231,483,605,620,710,1.0
231,221,557,301,629,1.0
231,116,510,255,579,1.0
231,461,499,548,558,1.0
231,179,474,348,534,1.0
231,442,374,688,613,1.0
231,149,330,255,436,1.0
231,960,0,1082,91,1.0
232,123,662,182,715,1.0
232,488,575,625,679,1.0
232,221,557,299,628,1.0
232,450,531,538,581,1.0
232,472,481,560,531,1.0
232,116,455,361,579,1.0
232,449,358,694,582,1.0
232,772,328,862,372,1.0
232,235,114,367,246,1.0
232,958,0,1078,82,1.0
233,125,647,193,696,1.0
233,441,561,631,664,1.0
233,477,472,564,516,1.0
233,116,446,367,579,1.0
233,451,346,695,567,1.0
233,771,316,860,364,1.0
233,236,113,367,243,1.0
233,962,0,1076,76,1.0
234,1221,665,1280,720,1.0
234,124,632,203,683,1.0
234,446,549,635,648,1.0
234,467,504,556,551,1.0
234,482,464,553,503,1.0
234,116,437,375,579,1.0
234,452,343,695,553,1.0
234,773,311,857,354,1.0
234,234,111,366,239,1.0
234,956,0,1073,74,1.0
